first_name,last_name,email,Пароль,phone_number,address,position,department,start_date,salary
Ігор,Артимишин,artem25@yahoo.com,PIqaibLOU1,+380 73 989-99-95,місто Гребінка,HR,HR,08.08.2024,21129
Юстим,Єрченко,havrylo41@ukr.net,CyhYC4KA3V,+380 93 286-42-20,хутір Старий Самбір,Менеджер,Маркетинг,12.10.2020,49425
Василь,Жарко,qbaran@i.ua,GanvslQxPv,+380 73 381-81-33,село Збараж,Розробник,IT,06.10.2021,43189
Омелян,Бандура,semen70@outlook.com,CZv4vyecLe,+380 66 211-23-44,місто Калинівка,Аналітик,Продажі,01.07.2024,41847
Амвросій,Ільєнко,pilchenko@yahoo.com,yR%9k5nQQH,+380 73 412-98-24,село Селидове,HR,IT,16.10.2024,40669
Герман,Баклан,artiushenkoorkhyp@i.ua,sWfuHEEMHo,+380 96 447-52-18,місто Львів,Аналітик,HR,31.01.2024,18902
Іван,Скопенко,lmasokha@i.ua,d5ypYpIR1v,+380 96 590-59-96,хутір Золотоноша,Тестувальник,HR,20.09.2020,18435
Володимир,Копитко,bohdanna13@i.ua,xF3AEXncrE,+380 98 485-95-97,хутір Мерефа,Дизайнер,Продажі,12.01.2022,41312
Марта,Андрієвич,bohodar93@outlook.com,i7W3fuZcrS,+380 96 261-45-44,селище Сімферополь,HR,Продажі,18.03.2021,20591
Валентина,Вергун,myronmazepa@gmail.com,l74VvOk9tR,+380 50 871-21-63,хутір Кам'янець-Подільський,Менеджер,Продажі,10.08.2022,22004
Омелян,Скирда,myroslav24@yahoo.com,o9yf4chyJV,+380 99 212-67-70,селище Березне,Розробник,Фінанси,12.01.2024,27390
Олександр,Кальченко,lchervonenko@yahoo.com,pDJvMNwl5X,+380 99 475-24-44,селище Сватове,HR,HR,23.04.2023,47216
Клавдія,Копитко,milenaaleksandrenko@ukr.net,GP9tZUUQG3,+380 96 575-15-90,село Берислав,Аналітик,Розробка,23.02.2023,49606
Златослава,Якимчук,eieresko@meta.ua,Hx24L5knCK,+380 99 920-04-01,село Кілія,Розробник,Фінанси,03.10.2024,27607
Юстим,Артюшенко,phaidamaka@ukr.net,eUvM4N5to1,+380 99 284-60-75,хутір Глиняни,Розробник,HR,21.10.2022,44494
Богодар,Єщенко,ievabandera@i.ua,yP2MESx3QH,+380 73 148-08-32,хутір Гребінка,Менеджер,Продажі,27.11.2021,27607
Ярина,Акименко,liudmylakozachenko@outlook.com,s5UPVfdQIG,+380 50 921-86-05,село Яворів,Менеджер,Фінанси,27.08.2021,22337
Нестор,Оберемко,fiarosh@ukr.net,077LdM9TgM,+380 98 715-86-47,хутір Ізяслав,Тестувальник,IT,03.04.2020,18432
Єва,Ґерета,stepanchmil@outlook.com,t9iR2kPfDt,+380 66 160-31-84,село Підгородне,Розробник,Маркетинг,05.04.2022,23426
Захар,Давиденко,zdankevych@ukr.net,KhJdQ0dpEb,+380 95 102-40-51,хутір Ізюм,Аналітик,Розробка,15.11.2021,25726
Руслан,Приймак,orkhyp71@ukr.net,88edbepvYq,+380 73 509-75-31,хутір Корець,Аналітик,HR,19.02.2021,34511
Оксенія,Чекалюк,marusiakorsun@mail.ua,Hd70olGRvB,+380 98 239-02-39,селище Світловодськ,Розробник,IT,01.09.2024,46384
Гордій,Атрощенко,ielysavetafurs@mail.ua,PM769eHkR2,+380 99 162-30-60,село Отаманівка,HR,Фінанси,28.07.2022,27205
Альберт,Сиротенко,aivanychuk@yahoo.com,SJuFKI2Xsg,+380 67 543-30-47,селище Харків,Менеджер,IT,20.04.2021,25381
Орися,Артимишин,tereza87@yahoo.com,GzCUdSGOWv,+380 73 509-09-71,хутір Маріуполь,Менеджер,Розробка,18.09.2020,39621
Євген,Арсенич,arsenromanets@mail.ua,EXCl7HVvt9,+380 97 715-31-75,місто Самар,Розробник,Маркетинг,20.12.2019,29416
Герман,Девдюк,iarynazabashta@i.ua,mTq3WZ)JR4,+380 73 684-05-55,місто Золочів,Аналітик,Продажі,24.12.2020,34318
Зорян,Стельмах,abramenkovira@outlook.com,#sMEW8X6cl,+380 67 438-54-59,селище Тиврів,HR,IT,08.08.2022,23350
Климент,Оробець,dtymchenko@mail.ua,pJHb05v0J4,+380 66 166-09-85,село Здолбунів,Тестувальник,HR,08.02.2020,46268
Камілла,Бабак,neporozhniiorysia@outlook.com,fBq6vcSUaj,+380 97 491-31-11,село Березівка,HR,Розробка,24.03.2020,44800
Ярослав,Верменич,vcherinko@yahoo.com,w3OR2fwU86,+380 93 158-62-08,хутір Молочанськ,HR,Розробка,01.08.2023,30013
Владислав,Вітрук,ptychyna@meta.ua,I3rFS6fxcq,+380 96 208-07-23,хутір Ірміно,Розробник,HR,08.11.2020,19098
Іван,Голик,rmasokha@outlook.com,d9nzXBHGfm,+380 73 365-14-10,село Калуш,Тестувальник,Розробка,29.11.2020,31060
Надія,Шутько,amvrosii49@i.ua,P0jZyZidaP,+380 73 638-36-32,місто Ізмаїл,Розробник,Продажі,25.02.2024,31110
Любов,Вакарчук,panasdubyna@mail.ua,zvMA2I7Ewl,+380 95 262-19-30,хутір Галич,HR,Розробка,14.09.2024,31283
Богдан,Андрусенко,zaporozhetsboryslav@outlook.com,ZXTE0LjIDI,+380 93 257-97-02,хутір Андрушівка,HR,IT,21.08.2022,15144
Ліза,Шевченко,qartemenko@yahoo.com,suEsW@aETg,+380 96 398-14-68,село Южне,Тестувальник,IT,30.11.2023,17933
Вадим,Іваненко,bbashtan@i.ua,vOlivSAWRP,+380 50 421-11-70,місто Боково-Хрустальне,Дизайнер,IT,27.12.2023,30568
Еріка,Конопленко,predko@mail.ua,ueAMmh!jH1,+380 99 117-84-54,село Борислав,Менеджер,Розробка,09.09.2020,31894
Степан,Андрійчук,fareniukkhoma@outlook.com,oJzcuOXVp(,+380 99 818-01-26,село Пологи,Дизайнер,Розробка,26.05.2020,18658
Пилип,Жарко,romantykhyi@meta.ua,EJj1wCBPfF,+380 67 239-39-30,село Вуглегірськ,Аналітик,Розробка,04.08.2021,39144
Василь,Примаченко,drubets@ukr.net,NxZKzFjjqs,+380 98 455-10-39,місто Узин,HR,Розробка,16.04.2020,19545
Михайло,Василашко,lukiantelychenko@yahoo.com,kHcXexjyaX,+380 99 466-71-42,селище Славута,Розробник,Розробка,13.02.2020,49838
Дарина,Гузій,alla81@ukr.net,J1Tc5dyfdr,+380 93 940-81-31,селище Куп'янськ,Тестувальник,HR,31.07.2024,37981
Варвара,Ребрик,nosachenkovarfolomii@gmail.com,XKGMDBgHH8,+380 50 560-16-83,село Краматорськ,Розробник,HR,28.01.2024,36606
Едуард,Ґереґа,dakhnoielysaveta@outlook.com,7oitOH1tFA,+380 73 491-16-68,село Алушта,Дизайнер,Маркетинг,07.09.2020,33388
Дарина,Шаблій,vashchenkokyrylo@mail.ua,MmeF6GnR4K,+380 93 863-01-72,хутір Селидове,HR,Розробка,14.08.2024,29979
Георгій,Ємець,aaronbaranyk@mail.ua,4TRdo5voFv,+380 73 516-30-31,місто Помічна,Розробник,Фінанси,10.09.2024,43045
Болеслав,Тесля,rverhun@ukr.net,5K3uIIaoJg,+380 50 932-46-05,селище Буринь,HR,Розробка,22.11.2019,45973
Ярослав,Авраменко,mdanko@i.ua,wYDKW#x5E#,+380 50 264-68-21,хутір Корюківка,Менеджер,IT,21.08.2021,15888
Костянтин,Давимука,danna74@ukr.net,LkhsOiDaIl,+380 95 885-96-41,хутір Південне,Аналітик,Фінанси,13.01.2024,32405
Симон,Єсипенко,hannakorpaniuk@meta.ua,ekTCHb3yjj,+380 95 743-25-89,місто Дергачі,HR,HR,07.07.2024,39898
Георгій,Корбут,iakivsachenko@i.ua,yBkzMIw11e,+380 66 945-29-84,хутір Кропивницький,Аналітик,Розробка,31.08.2021,26288
Людмила,Корсун,hannababko@outlook.com,kf2yrx8aUI,+380 67 705-47-44,місто Чорноморськ,Аналітик,Фінанси,16.11.2022,35924
Опанас,Даценко,olenademianiuk@ukr.net,a67dKm%EGe,+380 50 288-53-08,місто Ірпінь,Менеджер,Продажі,23.10.2020,24380
Мартин,Гуцуляк,vasylevychfrants@gmail.com,htpqKPela7,+380 98 577-64-99,місто Могилів-Подільський,Дизайнер,IT,27.09.2021,23597
Гліб,Дуплій,akabaliuk@ukr.net,u54nxqY5mY,+380 95 490-71-39,село Сорокине,Розробник,Фінанси,19.12.2022,21313
Хома,Бабʼюк,pbabychenko@gmail.com,VbbSO9SoJ9,+380 67 546-98-96,місто Радивилів,Розробник,HR,08.09.2022,25814
Арсен,Александренко,lupiiorest@mail.ua,Z1XF7DRcfm,+380 67 378-16-38,село Саки,HR,IT,12.03.2020,26807
Марко,Товстоліс,qmasliak@yahoo.com,NwC5siaMSk,+380 50 520-59-39,село Ічня,Тестувальник,Маркетинг,16.12.2023,38537
Єлисавета,Батіг,klavdiia43@i.ua,9wG$NyiWGo,+380 99 193-21-99,село Білозерське,Менеджер,Продажі,09.12.2019,27979
Мирон,Салій,perepelytsiaprokhir@i.ua,)wgBxDWKIF,+380 73 523-44-00,селище Бурштин,Дизайнер,Маркетинг,11.07.2023,45074
Лесь,Демʼяненко,ruslanlytvynenko@i.ua,OKJrjNUSS3,+380 66 904-25-70,селище Тетіїв,Аналітик,Продажі,05.05.2022,39077
Маруся,Гаврюшенко,amvrosiivlasiuk@i.ua,YaDkbbi7kl,+380 50 107-79-40,селище Полонне,Менеджер,Маркетинг,21.06.2020,23383
Веніямин,Дейнеко,oatroshchenko@ukr.net,d8y0Efjkt7,+380 93 894-76-40,селище Попасна,Менеджер,Маркетинг,20.08.2022,44086
Лілія,Хорішко,trokhym72@outlook.com,3zvmcjFlO7,+380 67 184-49-50,місто Керч,Аналітик,Продажі,20.04.2023,42259
Ігнат,Захаренко,shapovalrostyslav@gmail.com,aRXkRuhcmA,+380 97 197-60-41,місто Миргород,HR,Розробка,15.09.2022,48599
Дан,Адаменко,iemetsokseniia@meta.ua,5IQF2RGdfm,+380 67 508-32-82,хутір Горішні Плавні,Тестувальник,Продажі,27.04.2022,49111
Яків,Лазаренко,herman39@i.ua,Mt0YZqpBPV,+380 67 127-09-96,хутір Хмільник,Тестувальник,Фінанси,04.10.2020,34522
Олег,Дейсун,solomiia58@yahoo.com,S1kLLfHsXW,+380 67 699-01-50,селище Єнакієве,Дизайнер,HR,06.10.2024,28041
Данна,Журба,halynalukash@yahoo.com,ECF@Ce91@k,+380 96 477-48-33,селище Перещепине,Дизайнер,HR,14.02.2021,37253
Марко,Бабко,matiashiarema@mail.ua,DXmEMimEb7,+380 97 164-62-77,село Новий Розділ,Менеджер,Продажі,20.10.2020,39858
Григорій,Гречко,andreikomarta@meta.ua,APPvsaJcb7,+380 93 470-67-51,селище Молочанськ,Менеджер,HR,06.08.2023,41390
Омелян,Захарченко,pryimakkyrylo@outlook.com,pxjeFKRKP7,+380 50 523-92-93,місто Галич,HR,Маркетинг,03.09.2022,32306
Богуслава,Зінченко,zsomko@i.ua,21GTsiqUSc,+380 67 751-68-47,місто Новий Калинів,Менеджер,Продажі,13.09.2021,43376
Амалія,Заїка,orobetsliubov@meta.ua,I9EssqttEt,+380 99 616-78-53,хутір Корець,Тестувальник,Розробка,04.01.2023,45614
Едуард,Фурс,valentynaivashchenko@yahoo.com,UEdqGGHBCc,+380 95 661-59-07,село Ужгород,Аналітик,IT,23.01.2021,22872
Богуслав,Макаренко,vasyliurchyshyn@gmail.com,m9kk2eM8g!,+380 96 986-26-69,хутір Кілія,Дизайнер,Маркетинг,19.09.2021,45828
Марко,Хомик,kolesnychenkovioletta@outlook.com,nODdYN3tjh,+380 50 550-41-97,селище Переяслав,HR,Маркетинг,25.07.2021,33634
Гордій,Пустовіт,andriichukomelian@mail.ua,RlexpjKDdC,+380 73 522-52-53,місто Курахове,Тестувальник,Маркетинг,03.01.2023,30070
Микита,Атаманюк,htalan@mail.ua,1YNLFIrP5Y,+380 99 349-15-23,селище Заставна,HR,IT,23.08.2022,40034
Владислав,Оберемко,orysiadanchenko@i.ua,raOUfI7iR0,+380 99 756-09-92,хутір Обухів,Тестувальник,Розробка,17.03.2020,47396
Олена,Гуцуляк,bohdan29@outlook.com,dGcqlGTGdQ,+380 97 895-33-42,хутір Антрацит,Аналітик,Розробка,11.01.2020,39442
Пармен,Чайка,serhii02@i.ua,wSDzY2h97F,+380 67 746-21-40,село Білозерське,HR,HR,12.06.2021,19557
Едуард,Андрієнко,viacheslavskorobohatko@ukr.net,pYQB5Pki26,+380 96 778-50-21,хутір Вишневе,Дизайнер,Фінанси,03.11.2023,45643
Михайлина,Влох,ihor57@outlook.com,MWeR9gJWdX,+380 97 971-91-26,селище Мелітополь,Розробник,Продажі,27.05.2021,34202
Онисим,Корпанюк,kostiantyn87@outlook.com,KrZ44fBcTP,+380 97 681-51-55,місто Славута,HR,IT,26.11.2020,41661
Гордій,Шелест,ademianenko@mail.ua,eJcibIBakY,+380 97 539-20-80,селище Сміла,Менеджер,HR,30.03.2020,16707
Златослава,Яременко,liliia77@meta.ua,MZDArIvjzH,+380 67 986-29-00,селище Косів,HR,HR,04.02.2021,40488
Сергій,Конопленко,frants18@gmail.com,^ltAHl0N39,+380 97 773-79-95,хутір Пустомити,HR,Маркетинг,20.03.2024,44853
Гордій,Базилевська,illiashamrai@outlook.com,bXwCg0QwvO,+380 99 414-47-39,хутір Андрушівка,Менеджер,Фінанси,19.06.2021,19500
Ярина,Деревʼянко,partiukh@outlook.com,4cKQ2xqNGe,+380 97 770-74-01,селище Очаків,Аналітик,Фінанси,08.10.2024,18996
Ігор,Дерегус,stefan76@ukr.net,0qDKcEt%Zo,+380 95 484-77-72,селище Березне,HR,IT,01.10.2022,43039
Петро,Полтавець,levchenkoviktoriia@meta.ua,xjL8qTGllE,+380 99 968-34-27,місто Горішні Плавні,Менеджер,HR,31.07.2022,26465
Федір,Черінько,leonid64@gmail.com,eTY4BYFIxx,+380 95 243-76-46,село Шостка,Дизайнер,IT,02.08.2023,45472
Амалія,Щербань,shvaikateodor@mail.ua,GBu5osBe(k,+380 73 705-05-61,хутір Батурин,HR,IT,27.04.2020,24258
Захар,Захарченко,vvernydub@gmail.com,lAxcPix6Le,+380 67 759-33-62,місто Бучач,Розробник,HR,10.11.2022,39562
Вадим,Семенченко,shvedchenkoteodor@i.ua,gT5xN3hyxS,+380 97 743-75-82,селище Сніжне,Дизайнер,Маркетинг,11.04.2022,44912
Лілія,Оніщук,bshevchenko@meta.ua,R7fC5DFZIu,+380 73 549-97-38,місто Заводське,Дизайнер,Маркетинг,22.06.2021,26438
Аврелій,Євтушок,vasylhrytsenko@i.ua,IjXxYc8^Pm,+380 99 483-74-40,село Ромни,Розробник,IT,05.10.2022,25662
Єлисей,Рябченко,parmen70@ukr.net,%icsbcXD2d,+380 97 897-17-95,місто Зіньків,Тестувальник,Фінанси,24.11.2019,37796
Аліна,Забіла,adavasylashko@yahoo.com,oOt0w1aPta,+380 96 289-20-30,село Дубляни,HR,Фінанси,19.03.2021,42223
Охрім,Колодуб,lmiroshnychenko@gmail.com,t8NpUqKbgI,+380 95 587-65-49,село Сватове,Тестувальник,Маркетинг,01.10.2020,19500
Олександр,Карпа,babarychenkostepan@ukr.net,JtvmYIwbOv,+380 50 621-92-64,село Кременець,Дизайнер,Фінанси,28.01.2020,24079
Ірена,Аврамчук,labramenko@mail.ua,hv5uNX4ImD,+380 66 133-96-55,село Генічеськ,Менеджер,Фінанси,24.03.2022,34837
Богуслав,Гречко,cpoltavets@i.ua,8WY7217hE#,+380 50 849-84-63,село Валки,Розробник,Фінанси,07.11.2020,19029
Михайлина,Шеремет,liliiaudovychenko@mail.ua,JxBeqJWPRO,+380 97 453-26-29,село Великі Мости,Розробник,Маркетинг,27.08.2020,18626
Марта,Христенко,iefymenkoborys@meta.ua,Elz6beUQ#K,+380 97 335-54-72,хутір Скалат,Дизайнер,Маркетинг,16.06.2021,38118
Герман,Терещук,orynalesyk@meta.ua,1ZAG2LjLNm,+380 99 847-71-82,село Подільськ,Дизайнер,Продажі,20.06.2023,40203
